"hgnc_symbol	ensembl_gene_id	gene_biotype"
"C19orf47	ENSG00000160392	protein_coding"
"DCAF7	ENSG00000136485	protein_coding"
"BLVRB	ENSG00000090013	protein_coding"
"CYP2AB1P	ENSG00000233441	transcribed_unitary_pseudogene"
"CNOT3	ENSG00000088038	protein_coding"
"ABCC5	ENSG00000114770	protein_coding"
"TACO1	ENSG00000136463	protein_coding"
"SLC16A11	ENSG00000174326	protein_coding"
"CLPB	ENSG00000162129	protein_coding"
"LINC00906	ENSG00000267339	lncRNA"
"ABCC5-AS1	ENSG00000223882	lncRNA"
"EEF1A1P8	ENSG00000223529	processed_pseudogene"
"HTR3D	ENSG00000186090	protein_coding"
"DVL3	ENSG00000161202	protein_coding"
"FBF1	ENSG00000188878	protein_coding"
"AP2M1	ENSG00000161203	protein_coding"
"SYPL2	ENSG00000143028	protein_coding"
"MIR633	ENSG00000207552	miRNA"
"SLC35G6	ENSG00000259224	protein_coding"
"SPECC1	ENSG00000128487	protein_coding"
"ERVK13-1	ENSG00000260565	lncRNA"
"ZNF667-AS1	ENSG00000166770	lncRNA"
"PKD1	ENSG00000008710	protein_coding"
"TERC	ENSG00000270141	lncRNA"
"ACTRT3	ENSG00000184378	protein_coding"
"CDK3	ENSG00000250506	protein_coding"
"MIR7-3HG	ENSG00000176840	lncRNA"
"MYNN	ENSG00000085274	protein_coding"
"GPR142	ENSG00000257008	protein_coding"
"KSR1	ENSG00000141068	protein_coding"
"AMY2B	ENSG00000240038	protein_coding"
"LRRC34	ENSG00000171757	protein_coding"
"EPN2	ENSG00000072134	protein_coding"
"LINC00665	ENSG00000232677	lncRNA"
"LRRC31	ENSG00000114248	protein_coding"
"SAMD7	ENSG00000187033	protein_coding"
"SEC62	ENSG00000008952	protein_coding"
"SEC62-AS1	ENSG00000240373	lncRNA"
"GPR160	ENSG00000173890	protein_coding"
"EFCAB5	ENSG00000176927	protein_coding"
"RNU4-38P	ENSG00000201342	snRNA"
"LRRIQ4	ENSG00000188306	protein_coding"
"PKD1-AS1	ENSG00000259933	lncRNA"
"TEX264	ENSG00000164081	protein_coding"
"RAB26	ENSG00000167964	protein_coding"
"RNA5SP132	ENSG00000201595	rRNA_pseudogene"
"GRM2	ENSG00000164082	protein_coding"
"SNORD60	ENSG00000206630	snoRNA"
"TRAF7	ENSG00000131653	protein_coding"
"TCP10L2	ENSG00000166984	transcribed_unprocessed_pseudogene"
"IQCF6	ENSG00000214686	protein_coding"
"NCBP2	ENSG00000114503	protein_coding"
"TANC2	ENSG00000170921	protein_coding"
"NCBP2-AS1	ENSG00000225578	lncRNA"
"PIGZ	ENSG00000119227	protein_coding"
"RPSAP69	ENSG00000233487	transcribed_processed_pseudogene"
"RYBP	ENSG00000163602	protein_coding"
"TSC22D2	ENSG00000196428	protein_coding"
"CASKIN1	ENSG00000167971	protein_coding"
"CCDC57	ENSG00000176155	protein_coding"
"ACTBP12	ENSG00000233125	processed_pseudogene"
"MLST8	ENSG00000167965	protein_coding"
"ZNF662	ENSG00000182983	protein_coding"
"SLC25A11	ENSG00000108528	protein_coding"
"KRBOX1-AS1	ENSG00000206552	lncRNA"
"SNRK	ENSG00000163788	protein_coding"
"SPAG16	ENSG00000144451	protein_coding"
"RN7SL517P	ENSG00000241939	misc_RNA"
"SNRK-AS1	ENSG00000234617	lncRNA"
"SLC26A8	ENSG00000112053	protein_coding"
"RNF167	ENSG00000108523	protein_coding"
"CHCHD4P4	ENSG00000213964	processed_pseudogene"
"CCT7	ENSG00000135624	protein_coding"
"OR6K3	ENSG00000203757	protein_coding"
"OR6K4P	ENSG00000180437	unprocessed_pseudogene"
"OR6K5P	ENSG00000226949	unprocessed_pseudogene"
"OR10AA1P	ENSG00000180409	unprocessed_pseudogene"
"MNDA	ENSG00000163563	protein_coding"
"TRIM58	ENSG00000162722	protein_coding"
"PFN1	ENSG00000108518	protein_coding"
"ENO3	ENSG00000108515	protein_coding"
"GM2AP2	ENSG00000239428	processed_pseudogene"
"MYOC	ENSG00000034971	protein_coding"
"EFHD1	ENSG00000115468	protein_coding"
"SPAG7	ENSG00000091640	protein_coding"
"FOXN2	ENSG00000170802	protein_coding"
"CAMTA2	ENSG00000108509	protein_coding"
"KCNK3	ENSG00000171303	protein_coding"
"BRICD5	ENSG00000182685	protein_coding"
"NRXN1	ENSG00000179915	protein_coding"
"RNA5SP355	ENSG00000202187	rRNA_pseudogene"
"HSPB7	ENSG00000173641	protein_coding"
"PGP	ENSG00000184207	protein_coding"
"E4F1	ENSG00000167967	protein_coding"
"DNASE1L2	ENSG00000167968	protein_coding"
"TSSC4	ENSG00000184281	protein_coding"
"KRT4	ENSG00000170477	protein_coding"
"EFNA2	ENSG00000099617	protein_coding"
"ADAMTSL5	ENSG00000185761	protein_coding"
"TRPM5	ENSG00000070985	protein_coding"
"ECI1	ENSG00000167969	protein_coding"
"KIF1C	ENSG00000129250	protein_coding"
"ZNF432	ENSG00000256087	protein_coding"
"RNPS1	ENSG00000205937	protein_coding"
"SLC52A1	ENSG00000132517	protein_coding"
"ZFP3-DT	ENSG00000262693	lncRNA"
"ZFP3	ENSG00000180787	protein_coding"
"USP6	ENSG00000129204	protein_coding"
"ATP13A3	ENSG00000133657	protein_coding"
"MIR643	ENSG00000208002	miRNA"
"ZNF480	ENSG00000198464	protein_coding"
"CCDC88A	ENSG00000115355	protein_coding"
"ZNF610	ENSG00000167554	protein_coding"
"CDHR4	ENSG00000187492	protein_coding"
"ABCC9	ENSG00000069431	protein_coding"
"ZNF880	ENSG00000221923	protein_coding"
"UBA7	ENSG00000182179	protein_coding"
"ZNF528	ENSG00000167555	protein_coding"
"INCA1	ENSG00000196388	protein_coding"
"SPTA1	ENSG00000163554	protein_coding"
"DPPA5P1	ENSG00000269776	processed_pseudogene"
"ZNF534	ENSG00000198633	protein_coding"
"TRAIP	ENSG00000183763	protein_coding"
"ENDOV	ENSG00000173818	protein_coding"
"FXYD6	ENSG00000137726	protein_coding"
"CAMKV	ENSG00000164076	protein_coding"
"ANKS1B	ENSG00000185046	protein_coding"
"ZNF302	ENSG00000089335	protein_coding"
"MIR4730	ENSG00000264961	miRNA"
"NPTX1	ENSG00000171246	protein_coding"
"MIR3677	ENSG00000266643	miRNA"
"CERS2	ENSG00000143418	protein_coding"
"RPL32P31	ENSG00000213128	processed_pseudogene"
"RPL31P7	ENSG00000232083	processed_pseudogene"
"RN7SL217P	ENSG00000264706	misc_RNA"
"MST1R	ENSG00000164078	protein_coding"
"GAA	ENSG00000171298	protein_coding"
"ZNF181	ENSG00000197841	protein_coding"
"ANXA9	ENSG00000143412	protein_coding"
"ZNF599	ENSG00000153896	protein_coding"
"ZNF30-AS1	ENSG00000270876	lncRNA"
"HPN-AS1	ENSG00000227392	lncRNA"
"SMPD1	ENSG00000166311	protein_coding"
"MON1A	ENSG00000164077	protein_coding"
"RBM6	ENSG00000004534	protein_coding"
"RNU6-884P	ENSG00000200759	snRNA"
"BNIPL	ENSG00000163141	protein_coding"
"BNIP3P9	ENSG00000270325	processed_pseudogene"
"DNHD1	ENSG00000179532	protein_coding"
"ZFP30	ENSG00000120784	protein_coding"
"CCL2	ENSG00000108691	protein_coding"
"C1orf56	ENSG00000143443	protein_coding"
"CDC42SE1	ENSG00000197622	protein_coding"
"TSPAN10	ENSG00000182612	protein_coding"
"TBC1D28	ENSG00000189375	protein_coding"
"MLLT11	ENSG00000213190	protein_coding"
"IER5	ENSG00000162783	protein_coding"
"TMEM9B-AS1	ENSG00000254860	lncRNA"
"SLC25A44	ENSG00000160785	protein_coding"
"NRIP3	ENSG00000175352	protein_coding"
"ZNF350-AS1	ENSG00000269235	lncRNA"
"IFNL4	ENSG00000272395	protein_coding"
"RN7SL188P	ENSG00000241943	misc_RNA"
"C11orf58	ENSG00000110696	protein_coding"
"FYN	ENSG00000010810	protein_coding"
"KIR2DS4	ENSG00000221957	protein_coding"
"RN7SKP90	ENSG00000199883	misc_RNA"
"ZNF594	ENSG00000180626	protein_coding"
"SCIMP	ENSG00000161929	protein_coding"
"RBM5	ENSG00000003756	protein_coding"
"RNF225	ENSG00000269855	protein_coding"
"SPDYC	ENSG00000204710	protein_coding"
"TNRC6C	ENSG00000078687	protein_coding"
"INTS4	ENSG00000149262	protein_coding"
"ZNF232	ENSG00000167840	protein_coding"
"GABBR1	ENSG00000204681	protein_coding"
"SLC12A4	ENSG00000124067	protein_coding"
"RNU1-108P	ENSG00000199426	snRNA"
"DPP9	ENSG00000142002	protein_coding"
"TWF1P1	ENSG00000178082	processed_pseudogene"
"CRYBA1	ENSG00000108255	protein_coding"
"SMCO3	ENSG00000179256	protein_coding"
"ART4	ENSG00000111339	protein_coding"
"RPL35AP35	ENSG00000239256	processed_pseudogene"
"ERP27	ENSG00000139055	protein_coding"
"PDXDC2P	ENSG00000255185	transcribed_unprocessed_pseudogene"
"SNAPC2	ENSG00000104976	protein_coding"
"PRSS29P	ENSG00000196364	transcribed_unprocessed_pseudogene"
"SEBOX	ENSG00000274529	protein_coding"
"ITM2BP1	ENSG00000266853	processed_pseudogene"
"LGALS9	ENSG00000168961	protein_coding"
"EMC3	ENSG00000125037	protein_coding"
"SLC6A10P	ENSG00000214617	transcribed_unprocessed_pseudogene"
"MOB2	ENSG00000182208	protein_coding"
"DCBLD2	ENSG00000057019	protein_coding"
"KRTAP5-5	ENSG00000185940	protein_coding"
"CUL3	ENSG00000036257	protein_coding"
"HCG27	ENSG00000206344	lncRNA"
"CES1P1	ENSG00000228695	transcribed_unprocessed_pseudogene"
"MYT1L-AS1	ENSG00000225619	lncRNA"
"TRAF6	ENSG00000175104	protein_coding"
"MYT1L	ENSG00000186487	protein_coding"
"LYRM9	ENSG00000232859	protein_coding"
"ZNF263	ENSG00000006194	protein_coding"
"FYCO1	ENSG00000163820	protein_coding"
"RCE1	ENSG00000173653	protein_coding"
"PDCL3P4	ENSG00000244119	transcribed_processed_pseudogene"
"VWA3A	ENSG00000175267	protein_coding"
"DDX39BP1	ENSG00000233677	unprocessed_pseudogene"
"MCCD1P1	ENSG00000235963	unprocessed_pseudogene"
"HCG4B	ENSG00000227262	unprocessed_pseudogene"
"HLA-K	ENSG00000230795	unprocessed_pseudogene"
"HLA-U	ENSG00000228078	unprocessed_pseudogene"
"HLA-W	ENSG00000235290	unprocessed_pseudogene"
"MICD	ENSG00000229390	unprocessed_pseudogene"
"HCG9	ENSG00000204625	lncRNA"
"DDX39BP2	ENSG00000238024	unprocessed_pseudogene"
"MCCD1P2	ENSG00000224312	unprocessed_pseudogene"
"MAGI1	ENSG00000151276	protein_coding"
"HLA-J	ENSG00000204622	transcribed_unprocessed_pseudogene"
"HLA-A	ENSG00000206503	protein_coding"
"MIR140	ENSG00000208017	miRNA"
"CLEC18A	ENSG00000157322	protein_coding"
"LRFN4	ENSG00000173621	protein_coding"
"RNU7-23P	ENSG00000239099	snRNA"
"MIR3163	ENSG00000266423	miRNA"
"C11orf86	ENSG00000173237	protein_coding"
"TAMM41	ENSG00000144559	protein_coding"
"WWP2	ENSG00000198373	protein_coding"
"RAP1GAP2	ENSG00000132359	protein_coding"
"TNFSF18	ENSG00000120337	protein_coding"
"PLPPR4	ENSG00000117600	protein_coding"
"NOS1	ENSG00000089250	protein_coding"
"OR1G1	ENSG00000183024	protein_coding"
"RPRD2	ENSG00000163125	protein_coding"
"TRPV1	ENSG00000196689	protein_coding"
"SOS1	ENSG00000115904	protein_coding"
"OR6P1	ENSG00000186440	protein_coding"
"LCE4A	ENSG00000187170	protein_coding"
"LMNA	ENSG00000160789	protein_coding"
"RNH1	ENSG00000023191	protein_coding"
"PLG	ENSG00000122194	protein_coding"
"CTNS	ENSG00000040531	protein_coding"
"SHPK	ENSG00000197417	protein_coding"
"TAX1BP3	ENSG00000213977	protein_coding"
"P2RX5-TAX1BP3	ENSG00000257950	protein_coding"
"EMC6	ENSG00000127774	protein_coding"
"P2RX5	ENSG00000083454	protein_coding"
"ALG1L8P	ENSG00000227620	unprocessed_pseudogene"
"RPS3AP40	ENSG00000243672	processed_pseudogene"
"OR7E1P	ENSG00000255554	unprocessed_pseudogene"
"ALDH3B1	ENSG00000006534	protein_coding"
"NDUFS8	ENSG00000110717	protein_coding"
"AKAP7	ENSG00000118507	protein_coding"
"CHKA	ENSG00000110721	protein_coding"
"TCF19	ENSG00000137310	protein_coding"
"ITGAE	ENSG00000083457	protein_coding"
"C11orf24	ENSG00000171067	protein_coding"
"LRP5	ENSG00000162337	protein_coding"
"SOCS3	ENSG00000184557	protein_coding"
"RN7SL236P	ENSG00000243870	misc_RNA"
"PGS1	ENSG00000087157	protein_coding"
"NDUFA3P2	ENSG00000254856	processed_pseudogene"
"CCR5	ENSG00000160791	protein_coding"
"TMEM235	ENSG00000204278	protein_coding"
"NEK4P2	ENSG00000264359	processed_pseudogene"
"RNASEH1P2	ENSG00000231458	processed_pseudogene"
"CCDC144A	ENSG00000170160	protein_coding"
"TCTA	ENSG00000145022	protein_coding"
"PFN2	ENSG00000070087	protein_coding"
"VEGFA	ENSG00000112715	protein_coding"
"KCNMB3	ENSG00000171121	protein_coding"
"LINC00887	ENSG00000214145	lncRNA"
"RN7SL620P	ENSG00000276088	misc_RNA"
"UPF3AP1	ENSG00000226478	processed_pseudogene"
"SRP68P1	ENSG00000266129	processed_pseudogene"
"PSG1	ENSG00000231924	protein_coding"
"PRSS30P	ENSG00000172460	transcribed_unitary_pseudogene"
"FLYWCH2	ENSG00000162076	protein_coding"
"LINC01063	ENSG00000232065	lncRNA"
"TIPARP-AS1	ENSG00000243926	lncRNA"
"GNAO1	ENSG00000087258	protein_coding"
"EEF1GP4	ENSG00000240138	processed_pseudogene"
"PSMC1P7	ENSG00000243838	processed_pseudogene"
"LINC02067	ENSG00000240567	lncRNA"
"OTOL1	ENSG00000182447	protein_coding"
"RPUSD3	ENSG00000156990	protein_coding"
"RHEX	ENSG00000263961	protein_coding"
"TCF3	ENSG00000071564	protein_coding"
"RPS3AP53	ENSG00000227578	processed_pseudogene"
"NPW	ENSG00000183971	protein_coding"
"NLGN1-AS1	ENSG00000228213	lncRNA"
"IRF7	ENSG00000185507	protein_coding"
"GABRR3	ENSG00000183185	protein_coding"
"NUP210	ENSG00000132182	protein_coding"
"ACTN4	ENSG00000130402	protein_coding"
"HDAC11-AS1	ENSG00000244502	lncRNA"
"HDAC11	ENSG00000163517	protein_coding"
"RAD51C	ENSG00000108384	protein_coding"
"LMO3	ENSG00000048540	protein_coding"
"TCIRG1	ENSG00000110719	protein_coding"
"SPSB3	ENSG00000162032	protein_coding"
"RNU6-288P	ENSG00000200560	snRNA"
"STRADA	ENSG00000266173	protein_coding"
"CCDC90B	ENSG00000137500	protein_coding"
"SERPINI2	ENSG00000114204	protein_coding"
"VASH2	ENSG00000143494	protein_coding"
"CENPL	ENSG00000120334	protein_coding"
"CYCSP28	ENSG00000255003	processed_pseudogene"
"PLEKHA7	ENSG00000166689	protein_coding"
"RABGAP1L	ENSG00000152061	protein_coding"
"OR1F1	ENSG00000168124	protein_coding"
"CYP2G1P	ENSG00000130612	transcribed_unprocessed_pseudogene"
"ZNF137P	ENSG00000123870	transcribed_unprocessed_pseudogene"
"MORN2	ENSG00000188010	protein_coding"
"SENP5	ENSG00000119231	protein_coding"
"FAM90A28P	ENSG00000269118	transcribed_unprocessed_pseudogene"
"ZNF781	ENSG00000196381	transcribed_unprocessed_pseudogene"
"UGT1A10	ENSG00000242515	protein_coding"
"CYP2B7P	ENSG00000256612	transcribed_unprocessed_pseudogene"
"MELTF	ENSG00000163975	protein_coding"
"SRRM2	ENSG00000167978	protein_coding"
"STIM1	ENSG00000167323	protein_coding"
"VIT	ENSG00000205221	protein_coding"
"GPR161	ENSG00000143147	protein_coding"
"DLG1	ENSG00000075711	protein_coding"
"CCDC47	ENSG00000108588	protein_coding"
"ZNF826P	ENSG00000231205	transcribed_unprocessed_pseudogene"
"LCE1C	ENSG00000197084	protein_coding"
"OR52E8	ENSG00000183269	protein_coding"
"TRIM22	ENSG00000132274	protein_coding"
"NPL	ENSG00000135838	protein_coding"
"ZNF818P	ENSG00000269001	transcribed_unprocessed_pseudogene"
"DDX42	ENSG00000198231	protein_coding"
"ASB18	ENSG00000182177	protein_coding"
"ASIC4	ENSG00000072182	protein_coding"
"MDM2	ENSG00000135679	protein_coding"
"RSF1-IT1	ENSG00000255409	lncRNA"
"SULT6B1	ENSG00000138068	protein_coding"
"AAMDC	ENSG00000087884	protein_coding"
"DNMT3A	ENSG00000119772	protein_coding"
"FTSJ3	ENSG00000108592	protein_coding"
"LGALS14	ENSG00000006659	protein_coding"
"CD81	ENSG00000110651	protein_coding"
"CLC	ENSG00000105205	protein_coding"
"FOSB	ENSG00000125740	protein_coding"
"TCAM1P	ENSG00000240280	transcribed_unitary_pseudogene"
"CSH2	ENSG00000213218	protein_coding"
"VASP	ENSG00000125753	protein_coding"
"GH2	ENSG00000136487	protein_coding"
"RIC3	ENSG00000166405	protein_coding"
"SCAMP4	ENSG00000227500	protein_coding"
"UNC93B1	ENSG00000110057	protein_coding"
"HMGN3P1	ENSG00000183586	processed_pseudogene"
"SMARCD2	ENSG00000108604	protein_coding"
"CRNN	ENSG00000143536	protein_coding"
"LCE5A	ENSG00000186207	protein_coding"
"CRCT1	ENSG00000169509	protein_coding"
"LCE3E	ENSG00000185966	protein_coding"
"LCE3D	ENSG00000163202	protein_coding"
"GPATCH1	ENSG00000076650	protein_coding"
"IL18BP	ENSG00000137496	protein_coding"
"MLPH	ENSG00000115648	protein_coding"
"CEBPA	ENSG00000245848	protein_coding"
"ZNF536	ENSG00000198597	protein_coding"
"ALDH3B2	ENSG00000132746	protein_coding"
"ZNF790	ENSG00000197863	protein_coding"
"OR51C1P	ENSG00000197674	protein_coding"
"TSGA10IP	ENSG00000175513	protein_coding"
"OR56B2P	ENSG00000181017	protein_coding"
"ZNF829	ENSG00000185869	protein_coding"
"OR51B5	ENSG00000167355	protein_coding"
"RPL31P61	ENSG00000243297	processed_pseudogene"
"ZNF345	ENSG00000251247	protein_coding"
"RN7SL44P	ENSG00000263841	misc_RNA"
"S100A6	ENSG00000197956	protein_coding"
"RASSF10	ENSG00000189431	protein_coding"
"S100A4	ENSG00000196154	protein_coding"
"ACACB	ENSG00000076555	protein_coding"
"RNU6-1140P	ENSG00000222449	snRNA"
"PRLH	ENSG00000071677	protein_coding"
"RAB17	ENSG00000124839	protein_coding"
"S100A3	ENSG00000188015	protein_coding"
"S100A2	ENSG00000196754	protein_coding"
"S100A16	ENSG00000188643	protein_coding"
"S100A14	ENSG00000189334	protein_coding"
"MAPRE3	ENSG00000084764	protein_coding"
"S100A13	ENSG00000189171	protein_coding"
"S100A1	ENSG00000160678	protein_coding"
"CHTOP	ENSG00000160679	protein_coding"
"TMEM214	ENSG00000119777	protein_coding"
"SNAPIN	ENSG00000143553	protein_coding"
"TP53	ENSG00000141510	protein_coding"
"AGBL5	ENSG00000084693	protein_coding"
"AGBL5-AS1	ENSG00000231636	lncRNA"
"AGBL5-IT1	ENSG00000229122	lncRNA"
"OST4	ENSG00000228474	protein_coding"
"EMILIN1	ENSG00000138080	protein_coding"
"CGREF1	ENSG00000138028	protein_coding"
"STX6	ENSG00000135823	protein_coding"
"ABHD1	ENSG00000143994	protein_coding"
"MR1	ENSG00000153029	protein_coding"
"PREB	ENSG00000138073	protein_coding"
"SBSN	ENSG00000189001	protein_coding"
"GAPDHS	ENSG00000105679	protein_coding"
"TCF23	ENSG00000163792	protein_coding"
"TMEM147	ENSG00000105677	protein_coding"
"SLC5A6	ENSG00000138074	protein_coding"
"MIR4797	ENSG00000265850	miRNA"
"DLG1-AS1	ENSG00000227375	lncRNA"
"PLSCR2	ENSG00000163746	protein_coding"
"ATP4A	ENSG00000105675	protein_coding"
"GORAB	ENSG00000120370	protein_coding"
"CAD	ENSG00000084774	protein_coding"
"LCE1B	ENSG00000196734	protein_coding"
"LCE1A	ENSG00000186844	protein_coding"
"LCE6A	ENSG00000235942	protein_coding"
"SMCP	ENSG00000163206	protein_coding"
"IVL	ENSG00000163207	protein_coding"
"LINC01527	ENSG00000224308	lncRNA"
"SPRR4	ENSG00000184148	protein_coding"
"SPRR3	ENSG00000163209	protein_coding"
"LINC00670	ENSG00000179136	lncRNA"
"SPRR1B	ENSG00000169469	protein_coding"
"SPRR2D	ENSG00000163216	protein_coding"
"SPRR2A	ENSG00000241794	protein_coding"
"TMC8	ENSG00000167895	protein_coding"
"SPRR2B	ENSG00000196805	protein_coding"
"SPRR2E	ENSG00000203785	protein_coding"
"SPRR2F	ENSG00000244094	protein_coding"
"SPRR2C	ENSG00000229035	unprocessed_pseudogene"
"SPRR2G	ENSG00000159516	protein_coding"
"CADM3	ENSG00000162706	protein_coding"
"RNU6-670P	ENSG00000201182	snRNA"
"SLC30A3	ENSG00000115194	protein_coding"
"IGSF23	ENSG00000216588	protein_coding"
"RNA5SP60	ENSG00000222552	rRNA_pseudogene"
"PVR	ENSG00000073008	protein_coding"
"OR10J1	ENSG00000196184	protein_coding"
"CSH1	ENSG00000136488	protein_coding"
"DNAJC5G	ENSG00000163793	protein_coding"
"FCER1A	ENSG00000179639	protein_coding"
"TRIM54	ENSG00000138100	protein_coding"
"CD79B	ENSG00000007312	protein_coding"
"CEACAM19	ENSG00000186567	protein_coding"
"RNU6-882P	ENSG00000212327	snRNA"
"UCN	ENSG00000163794	protein_coding"
"MPV17	ENSG00000115204	protein_coding"
"SLC13A2	ENSG00000007216	protein_coding"
"CEACAM16	ENSG00000213892	protein_coding"
"BCL3	ENSG00000069399	protein_coding"
"CBLC	ENSG00000142273	protein_coding"
"FOXN1	ENSG00000109101	protein_coding"
"WRAP53	ENSG00000141499	protein_coding"
"C11orf96	ENSG00000187479	protein_coding"
"BCAM	ENSG00000187244	protein_coding"
"PTPRVP	ENSG00000243323	transcribed_unitary_pseudogene"
"PLD3	ENSG00000105223	protein_coding"
"TMC6	ENSG00000141524	protein_coding"
"KCTD21-AS1	ENSG00000246174	lncRNA"
"DOC2GP	ENSG00000231793	transcribed_unitary_pseudogene"
"ATRAID	ENSG00000138085	protein_coding"
"LINC02953	ENSG00000255980	lncRNA"
"LINC02762	ENSG00000250303	lncRNA"
"MROH9	ENSG00000117501	protein_coding"
"FMO3	ENSG00000007933	protein_coding"
"IGKV1OR2-9	ENSG00000271351	IG_V_pseudogene"
"SLC6A1-AS1	ENSG00000232287	lncRNA"
"SBF2-AS1	ENSG00000246273	lncRNA"
"RNU4-2	ENSG00000202538	snRNA"
"RNU4-1	ENSG00000200795	snRNA"
"MIR1295A	ENSG00000221390	miRNA"
"FMO6P	ENSG00000117507	transcribed_unitary_pseudogene"
"LINC00942	ENSG00000249628	lncRNA"
"WNT5B	ENSG00000111186	protein_coding"
"FMO2	ENSG00000094963	protein_coding"
"FBXL14	ENSG00000171823	protein_coding"
"RPTOR	ENSG00000141564	protein_coding"
"PEAR1	ENSG00000187800	protein_coding"
"DAG1	ENSG00000173402	protein_coding"
"RN7SKP151	ENSG00000222162	misc_RNA"
"BTBD10	ENSG00000148925	protein_coding"
"SERBP1P3	ENSG00000242142	processed_pseudogene"
"RFT1	ENSG00000163933	protein_coding"
"ARHGEF11	ENSG00000132694	protein_coding"
"POLR2E	ENSG00000099817	protein_coding"
"PRKCD	ENSG00000163932	protein_coding"
"PTH	ENSG00000152266	protein_coding"
"FAR1-IT1	ENSG00000254791	lncRNA"
"RPL39P26	ENSG00000240454	processed_pseudogene"
"GPX4	ENSG00000167468	protein_coding"
"BHLHE41	ENSG00000123095	protein_coding"
"FAR1	ENSG00000197601	protein_coding"
"KRT8P45	ENSG00000224520	processed_pseudogene"
"ETV3L	ENSG00000253831	protein_coding"
"ETV3	ENSG00000117036	protein_coding"
"RASSF8	ENSG00000123094	protein_coding"
"CYCSP52	ENSG00000235700	processed_pseudogene"
"LPO	ENSG00000167419	protein_coding"
"PTPRS	ENSG00000105426	protein_coding"
"PMVK	ENSG00000163344	protein_coding"
"PBXIP1	ENSG00000163346	protein_coding"
"PYGO2	ENSG00000163348	protein_coding"
"RN7SL239P	ENSG00000242999	misc_RNA"
"SPCS2	ENSG00000118363	protein_coding"
"SHC1	ENSG00000160691	protein_coding"
"RNU6-216P	ENSG00000200152	snRNA"
"NEU3	ENSG00000162139	protein_coding"
"SUPT4H1	ENSG00000213246	protein_coding"
"OR2AT2P	ENSG00000234611	transcribed_unitary_pseudogene"
"NPM1P50	ENSG00000213333	transcribed_processed_pseudogene"
"RNF43	ENSG00000108375	protein_coding"
"UNC13D	ENSG00000092929	protein_coding"
"SLC22A18AS	ENSG00000254827	lncRNA"
"NLRP7	ENSG00000167634	protein_coding"
"CLEC12A	ENSG00000172322	protein_coding"
"NAP1L4	ENSG00000205531	protein_coding"
"EPS8L1	ENSG00000131037	protein_coding"
"LINC00324	ENSG00000178977	lncRNA"
"CTC1	ENSG00000178971	protein_coding"
"CKS1B	ENSG00000173207	protein_coding"
"MIR4258	ENSG00000264349	miRNA"
"FLAD1	ENSG00000160688	protein_coding"
"ECH1	ENSG00000104823	protein_coding"
"ZBTB7B	ENSG00000160685	protein_coding"
"DCST2	ENSG00000163354	protein_coding"
"DCST1	ENSG00000163357	protein_coding"
"RN7SL411P	ENSG00000265327	misc_RNA"
"PGAM1P3	ENSG00000230274	processed_pseudogene"
"ENTPD3	ENSG00000168032	protein_coding"
"RINL	ENSG00000187994	protein_coding"
"NLRP1	ENSG00000091592	protein_coding"
"SIRT2	ENSG00000068903	protein_coding"
"RPL14	ENSG00000188846	protein_coding"
"ADAM15	ENSG00000143537	protein_coding"
"LINC00941	ENSG00000235884	lncRNA"
"DENND5B	ENSG00000170456	protein_coding"
"RNU5B-2P	ENSG00000199906	snRNA"
"ZNF621	ENSG00000172888	protein_coding"
"SCN7A	ENSG00000136546	protein_coding"
"DENND5B-AS1	ENSG00000255867	lncRNA"
"RPL5P10	ENSG00000234067	processed_pseudogene"
